,0
6480,"french fries,green tea"
6481,"eggs,cake"
6482,"olive oil,eggs,oil,french fries,cottage cheese,pancakes,light mayo"
6483,
6484,"rice,white wine"
6485,"champagne,frozen smoothie,escalope"
6486,"shrimp,pancakes,hot dogs,cottage cheese,fresh bread"
6487,"ham,mineral water,chocolate,milk,chicken,eggs,cake"
6488,eggs
6489,
6490,"french wine,cake,frozen smoothie"
6491,"spaghetti,cottage cheese"
6492,"whole wheat pasta,cake,babies food,tomato juice"
6493,"spaghetti,milk,nonfat milk,oil,cooking oil,hot dogs"
6494,
6495,
6496,"mineral water,milk,butter,eggs"
6497,"herb & pepper,mineral water,milk,black tea,salmon,honey,blueberries,burger sauce,extra dark chocolate,frozen smoothie"
6498,
6499,
6500,"frozen vegetables,ground beef,spaghetti,energy bar,green tea,escalope,pasta"
6501,"ground beef,mineral water,almonds,nonfat milk,pancakes,body spray,gluten free bar,light mayo"
6502,"french wine,cooking oil,low fat yogurt"
6503,"pickles,gums,french fries"
6504,
6505,"french fries,low fat yogurt"
6506,"chocolate,soup"
6507,
6508,"mineral water,energy bar,light cream,zucchini"
6509,"chocolate,milk"
6510,"herb & pepper,ground beef,meatballs,pancakes"
6511,
6512,green tea
6513,"ground beef,mineral water,salmon,eggs,pet food"
6514,"cider,vegetables mix,pancakes"
6515,"spaghetti,olive oil,muffins,pancakes,eggs,green tea,chocolate,low fat yogurt"
6516,"whole wheat pasta,spaghetti,mineral water,energy bar,black tea,french wine,cake,chocolate bread,brownies"
6517,
6518,
6519,
6520,"tomatoes,spaghetti,mineral water,soup,blueberries"
6521,
6522,"frozen vegetables,parmesan cheese,ground beef,tomato sauce,spaghetti,mineral water,salmon,rice,clothes accessories,chocolate,champagne,frozen smoothie,fresh bread"
6523,"pancakes,honey"
6524,"mineral water,milk,chicken,magazines,mayonnaise"
6525,"chocolate,soup,olive oil,low fat yogurt"
6526,"grated cheese,herb & pepper,frozen vegetables,spaghetti,mineral water,milk,eggs,gums,carrots,french fries,low fat yogurt"
6527,"mineral water,cake,cooking oil,chocolate"
6528,"eggs,whole wheat rice"
6529,"milk,eggs,cake"
6530,"spaghetti,mineral water,cake,rice,zucchini"
6531,eggs
6532,"chicken,eggplant,green tea,french fries"
6533,
6534,"eggs,yogurt cake"
6535,"grated cheese,salmon,cooking oil"
6536,"almonds,eggs,frozen smoothie"
6537,"eggs,cookies"
6538,"spaghetti,strawberries,green tea"
6539,"fromage blanc,energy drink"
6540,"mineral water,pancakes"
6541,cookies
6542,
6543,"spaghetti,mineral water,french fries"
6544,"chicken,strawberries"
6545,"frozen smoothie,yogurt cake"
6546,
6547,"mineral water,almonds"
6548,eggs
6549,"chocolate,soup,french fries"
6550,"frozen smoothie,mushroom cream sauce,cottage cheese,brownies,yogurt cake,green tea"
6551,"light cream,escalope,shallot,hot dogs,white wine"
6552,"frozen vegetables,tomatoes,corn,antioxydant juice,cookies"
6553,"shrimp,spaghetti,mineral water,olive oil,strong cheese,pancakes,green beans,frozen smoothie,cookies,energy drink"
6554,
6555,
6556,"mineral water,carrots,french fries"
6557,melons
6558,"french wine,cake"
6559,"whole wheat rice,energy drink"
6560,"escalope,pasta,mushroom cream sauce"
6561,
6562,
6563,"tomatoes,ground beef,mineral water,eggs,cake,green tea"
6564,"mineral water,whole wheat rice,cooking oil"
6565,"eggs,mushroom cream sauce,green tea"
6566,"mineral water,soup,olive oil,pancakes,whole wheat rice,light cream,green tea"
6567,"pancakes,eggs"
6568,"ground beef,mineral water,soup,cake"
6569,"grated cheese,spaghetti,whole wheat rice,carrots,green tea,low fat yogurt"
6570,"mineral water,vegetables mix,cake,frozen smoothie,cottage cheese,green tea"
6571,"milk,green tea"
6572,
6573,
6574,
6575,"fresh tuna,mineral water,chicken,fromage blanc,honey,green tea"
6576,eggs
6577,"frozen vegetables,pepper,spaghetti,cake,chocolate,low fat yogurt"
6578,"vegetables mix,barbecue sauce,eggplant,escalope"
6579,
6580,whole wheat rice
6581,"soup,milk,mashed potato,tomato juice,fresh bread,candy bars"
6582,"shrimp,spaghetti"
6583,parmesan cheese
6584,"whole wheat pasta,olive oil,green tea"
6585,"green tea,cookies"
6586,
6587,
6588,"parmesan cheese,milk,french wine,fresh bread"
6589,"vegetables mix,cookies,mushroom cream sauce"
6590,"carrots,tomato juice"
6591,ground beef
6592,mint green tea
6593,
6594,"whole wheat pasta,pepper,mineral water,meatballs,milk,olive oil,chicken,bacon,cake,gums,pancakes,yogurt cake,tomato juice,magazines"
6595,"ground beef,eggs"
6596,
6597,"frozen vegetables,avocado,frozen smoothie"
6598,"eggs,french fries,pancakes"
6599,
6600,"milk,french fries"
6601,"french fries,light mayo"
6602,"cake,light mayo"
6603,yogurt cake
6604,cottage cheese
6605,energy drink
6606,
6607,"frozen vegetables,whole wheat pasta,milk,green tea"
6608,"yams,muffins,oil,protein bar"
6609,"spaghetti,eggplant,green tea"
6610,
6611,"ground beef,mineral water,chocolate,eggs,hot dogs"
6612,"vegetables mix,mushroom cream sauce"
6613,
6614,"salmon,french fries,cookies,tomato juice"
6615,"frozen vegetables,ground beef,mineral water,honey,energy drink,green tea"
6616,"mineral water,avocado,honey,green tea"
6617,cookies
6618,"mineral water,eggs,soda,low fat yogurt"
6619,whole wheat rice
6620,
6621,
6622,"spaghetti,mineral water,soup,cottage cheese"
6623,"blueberries,white wine"
6624,"mineral water,body spray,protein bar"
6625,
6626,"ketchup,pancakes,tomato juice,green tea"
6627,"antioxydant juice,green tea"
6628,"mineral water,chocolate,butter,cereals,antioxydant juice,protein bar"
6629,escalope
6630,
6631,"mineral water,soup,cereals"
6632,"milk,whole wheat rice"
6633,"soup,milk,olive oil"
6634,"spinach,eggs"
6635,
6636,
6637,
6638,
6639,
6640,
6641,almonds
6642,"eggs,frozen smoothie,body spray"
6643,"spaghetti,energy bar"
6644,"french wine,salmon,frozen smoothie,cottage cheese"
6645,
6646,cookies
6647,"flax seed,escalope,mushroom cream sauce,pancakes,green tea"
6648,"whole wheat rice,french fries,escalope,hot dogs,cottage cheese,pancakes,green tea"
6649,muffins
6650,"muffins,eggs,french fries,cottage cheese,fresh bread"
6651,
6652,white wine
6653,"ground beef,chocolate,butter,eggs,rice,chicken,green tea,french fries"
6654,zucchini
6655,"shrimp,cereals,champagne,green tea"
6656,
6657,"escalope,mushroom cream sauce"
6658,"grated cheese,mineral water,milk,butter,whole wheat rice"
6659,"soup,olive oil,cake,extra dark chocolate"
6660,"rice,cottage cheese,pancakes"
6661,
6662,"ground beef,mineral water,french wine,chutney,chicken,eggplant"
6663,"mineral water,french fries"
6664,escalope
6665,
6666,"whole wheat pasta,mineral water,chocolate,milk,olive oil,french wine"
6667,"almonds,green grapes,eggs,cake,french fries,escalope"
6668,fresh bread
6669,"tomatoes,parmesan cheese"
6670,
6671,french wine
6672,"herb & pepper,mineral water,salmon,chicken,cookies,protein bar,fresh bread,zucchini"
6673,
6674,"shallot,cottage cheese,tomato juice,green tea"
6675,"spinach,french fries"
6676,body spray
6677,"parmesan cheese,spaghetti,soup,energy bar,eggs,cake,brownies,energy drink"
6678,"spaghetti,black tea,french wine,yogurt cake"
6679,yogurt cake
6680,"melons,salad"
6681,"ground beef,pepper,tomato sauce,mineral water,chutney,eggs,oil,oatmeal,chocolate,brownies"
6682,
6683,"mineral water,soup,escalope"
6684,"olive oil,whole wheat rice,chocolate,tomato juice"
6685,"grated cheese,tomato sauce,spaghetti,eggplant,champagne,fresh bread,low fat yogurt"
6686,"meatballs,chocolate,escalope"
6687,
6688,"mineral water,hot dogs,cauliflower"
6689,"chocolate,black tea,honey,champagne"
6690,whole wheat rice
6691,mineral water
6692,
6693,"frozen vegetables,fromage blanc,chocolate,french fries,escalope"
6694,eggs
6695,
6696,"muffins,french fries"
6697,"shrimp,parmesan cheese,whole wheat pasta,meatballs,milk,almonds,eggs"
6698,"black tea,strawberries"
6699,chocolate
6700,"mineral water,olive oil,cake,french fries,strawberries,pancakes,light mayo"
6701,"fromage blanc,honey"
6702,"spaghetti,butter,pancakes,honey,carrots"
6703,"soup,milk,olive oil,cooking oil"
6704,
6705,cottage cheese
6706,"salmon,vegetables mix"
6707,"chocolate,energy bar,french fries,candy bars,green tea"
6708,"ground beef,meatballs,eggplant,escalope"
6709,"red wine,pepper,spaghetti,flax seed,whole wheat rice"
6710,"oil,carrots,frozen smoothie,hot dogs,tomato juice"
6711,
6712,"milk,chicken,vegetables mix,green tea"
6713,spaghetti
6714,spaghetti
6715,"shrimp,spaghetti,mineral water,milk,soda,burger sauce,asparagus"
6716,"shrimp,frozen vegetables,ground beef,meatballs,whole wheat rice,barbecue sauce,sparkling water,green tea"
6717,"ground beef,spaghetti,avocado,cake,pancakes,white wine,toothpaste"
6718,"french fries,fresh bread"
6719,"shrimp,mineral water,almonds,vegetables mix,honey,strawberries,candy bars"
6720,"whole wheat rice,zucchini"
6721,"mineral water,almonds,cider,whole wheat rice,carrots,escalope,green tea"
6722,
6723,
6724,
6725,"ground beef,spaghetti,avocado,eggs"
6726,french fries
6727,olive oil
6728,"eggs,ketchup,french fries"
6729,
6730,
6731,
6732,eggs
6733,
6734,
6735,pasta
6736,cookies
6737,"mineral water,milk,eggs,whole wheat rice,frozen smoothie"
6738,"milk,pancakes,extra dark chocolate,low fat yogurt"
6739,"flax seed,almonds,eggs,cooking oil,chocolate,french fries,magazines"
6740,
6741,
6742,
6743,escalope
6744,"whole wheat pasta,spaghetti,chocolate,milk,french fries,pancakes,mayonnaise"
6745,"olive oil,chicken,frozen smoothie,fresh bread,low fat yogurt"
6746,"parmesan cheese,spaghetti,french wine,salmon,eggs,champagne,low fat yogurt"
6747,"spaghetti,blueberries,escalope,shallot,low fat yogurt"
6748,"tomatoes,spaghetti,mineral water,salmon,eggs"
6749,"shrimp,whole wheat pasta,olive oil,eggs,cookies,energy drink,fresh bread"
6750,"black tea,french fries,escalope"
6751,"frozen vegetables,whole wheat pasta,mineral water,olive oil,energy bar,chicken,white wine"
6752,"tomatoes,mineral water,eggs,green tea,tomato juice"
6753,"ground beef,chocolate,rice,french fries,fresh bread"
6754,"butter,chutney,green tea"
6755,french fries
6756,"ground beef,mineral water,chocolate,soup,milk,green tea"
6757,cookies
6758,french fries
6759,
6760,"cake,cooking oil"
6761,
6762,"whole wheat rice,cake"
6763,"soup,gums"
6764,"tomato sauce,mineral water,carrots,cereals"
6765,"herb & pepper,whole wheat pasta,spaghetti,soup,milk,olive oil,butter,whole wheat rice"
6766,"mineral water,pancakes"
6767,"chicken,french fries"
6768,"mineral water,light cream,extra dark chocolate,clothes accessories,pancakes"
6769,
6770,"meatballs,milk,energy bar,chocolate,french fries,low fat yogurt"
6771,mineral water
6772,
6773,"spaghetti,olive oil,eggs,whole wheat rice,cake,chicken,white wine"
6774,protein bar
6775,"frozen vegetables,mineral water,vegetables mix,eggs,whole wheat rice"
6776,"mineral water,salmon"
6777,
6778,
6779,"eggs,cake"
6780,"eggs,oil,protein bar,green tea"
6781,"ground beef,spaghetti,salmon,eggs,honey,extra dark chocolate,escalope,protein bar"
6782,"frozen smoothie,cottage cheese"
6783,"whole wheat rice,cake,fresh bread"
6784,"mineral water,meatballs,whole wheat rice,chocolate"
6785,"tomatoes,ground beef,spaghetti,mineral water,olive oil,french wine,pancakes,cooking oil"
6786,"frozen vegetables,eggs,mint green tea,french fries,pancakes,low fat yogurt"
6787,"milk,pancakes,eggs"
6788,"mineral water,eggs,cottage cheese,zucchini"
6789,honey
6790,
6791,"cake,cereals,cookies,tomato juice,green tea"
6792,"eggs,honey,protein bar"
6793,mineral water
6794,"frozen vegetables,mineral water"
6795,
6796,
6797,cooking oil
6798,
6799,"grated cheese,avocado,butter,cooking oil,fresh bread"
6800,"herb & pepper,whole wheat pasta,spaghetti,mineral water"
6801,energy drink
6802,"spaghetti,eggs,cake,protein bar"
6803,
6804,
6805,"cake,low fat yogurt"
6806,"mint green tea,escalope"
6807,"olive oil,salmon,eggs,melons"
6808,"parmesan cheese,milk,green tea,chocolate"
6809,"spaghetti,mineral water,meatballs,vegetables mix"
6810,
6811,"yams,mineral water,olive oil,eggs,chocolate,hot dogs,strawberries"
6812,"mushroom cream sauce,low fat yogurt"
6813,"mineral water,soup,almonds,light cream,chicken,chocolate,french fries,cookies"
6814,"mineral water,energy bar,fromage blanc,cake,brownies,energy drink"
6815,"pepper,spaghetti,mineral water,green grapes,green tea,escalope"
6816,green tea
6817,
6818,"mineral water,soup,milk"
6819,
6820,"spaghetti,mineral water,cereals"
6821,"milk,whole wheat rice,green tea"
6822,"yams,butter,cake,chili,chocolate"
6823,
6824,"mineral water,black tea,almonds,chicken,eggplant"
6825,cake
6826,"chocolate,escalope"
6827,
6828,avocado
6829,"chicken,cookies"
6830,frozen vegetables
6831,
6832,"fromage blanc,pancakes,honey,whole wheat rice,ketchup,french fries,tomato juice"
6833,"gums,green tea,cookies"
6834,"tomatoes,mineral water,soup,milk"
6835,
6836,"herb & pepper,pepper,milk,butter,nonfat milk,eggs,cooking oil,chicken,hot dogs,low fat yogurt"
6837,"mineral water,chicken,oil,body spray"
6838,"strawberries,low fat yogurt"
6839,"ground beef,mineral water,olive oil,light cream,gluten free bar,low fat yogurt"
6840,
6841,"french fries,pancakes,light mayo"
6842,"whole wheat pasta,milk,olive oil"
6843,"ground beef,milk,chicken,fresh bread"
6844,"salmon,green tea"
6845,
6846,
6847,vegetables mix
6848,"ground beef,chocolate"
6849,"pancakes,champagne"
6850,"mineral water,eggs,cake,cereals,brownies,pancakes,tomato juice,low fat yogurt,green tea"
6851,
6852,"milk,extra dark chocolate,protein bar,zucchini,green tea"
6853,
6854,"red wine,ground beef,mineral water,pancakes,honey,gums"
6855,parmesan cheese
6856,sandwich
6857,
6858,"spaghetti,cookies"
6859,"frozen vegetables,ground beef,mineral water,low fat yogurt"
6860,"cooking oil,chocolate,mushroom cream sauce,cottage cheese"
6861,
6862,"french fries,pancakes"
6863,
6864,"black tea,eggs,cookies"
6865,
6866,"french fries,energy drink"
6867,"mineral water,milk,pancakes,eggs,cottage cheese,fresh bread"
6868,"corn,cauliflower"
6869,"ground beef,spaghetti,honey,french fries,pancakes,low fat yogurt"
6870,"butter,chicken,eggs,whole wheat rice,cake,carrots,eggplant,magazines"
6871,"mineral water,milk,nonfat milk,pancakes"
6872,vegetables mix
6873,"chicken,pancakes,cooking oil,cookies,cottage cheese,green tea"
6874,"avocado,milk,energy bar,salmon,cookies"
6875,escalope
6876,almonds
6877,"eggs,yogurt cake"
6878,pancakes
6879,
6880,cookies
6881,
6882,"meatballs,chicken,eggs"
6883,"chocolate,eggs,pancakes"
6884,whole wheat rice
6885,
6886,escalope
6887,yogurt cake
6888,
6889,
6890,eggplant
6891,
6892,
6893,"pancakes,light cream,chili,extra dark chocolate"
6894,"french fries,brownies"
6895,"cookies,toothpaste,green tea"
6896,"whole wheat rice,french fries,champagne,cauliflower"
6897,
6898,"milk,butter,cake,chocolate bread,green tea"
6899,"sparkling water,yogurt cake,energy drink,light mayo"
6900,"escalope,pasta,mushroom cream sauce,green tea"
6901,"spaghetti,yams,eggs,cookies,mushroom cream sauce"
6902,french fries
6903,"spaghetti,mineral water,chocolate,salmon,chicken,chocolate,frozen smoothie"
6904,hot dogs
6905,cottage cheese
6906,"vegetables mix,clothes accessories"
6907,"eggs,burger sauce,cooking oil,sandwich"
6908,"cake,cottage cheese,green tea"
6909,"chocolate,yogurt cake"
6910,"spaghetti,french wine,cake,strawberries"
6911,"mineral water,milk,eggs,cooking oil"
6912,"spaghetti,mineral water,fromage blanc,bacon,pancakes,whole wheat rice,oil,french fries,cottage cheese,green tea"
6913,hot dogs
6914,"energy drink,fresh bread"
6915,"grated cheese,frozen vegetables,ground beef,spaghetti,mineral water,soup,eggs,french fries"
6916,"cake,french fries,pancakes"
6917,
6918,"mineral water,whole wheat rice"
6919,
6920,"ketchup,green tea"
6921,
6922,"vegetables mix,eggs,cake,chicken,french fries"
6923,cookies
6924,"ground beef,brownies,low fat yogurt"
6925,melons
6926,
6927,"black tea,strong cheese,cooking oil,mushroom cream sauce"
6928,
6929,escalope
6930,eggs
6931,"eggs,french fries"
6932,
6933,green tea
6934,"ground beef,spaghetti,milk,honey"
6935,cooking oil
6936,"mineral water,milk,olive oil,ham,mint green tea,french fries"
6937,"fresh tuna,eggs,french fries,champagne"
6938,"ground beef,salmon,honey"
6939,"cake,gums"
6940,"brownies,pancakes"
6941,
6942,fresh bread
6943,
6944,
6945,
6946,cookies
6947,
6948,
6949,
6950,"mineral water,olive oil,green tea,zucchini"
6951,
6952,"avocado,eggs,melons,white wine"
6953,muffins
6954,"cookies,champagne,energy drink,green tea"
6955,"energy drink,green tea"
6956,
6957,
6958,"whole wheat pasta,avocado,olive oil,green tea"
6959,
6960,"ground beef,tomato sauce,mineral water,salmon,eggs,whole weat flour,protein bar,zucchini"
6961,
6962,"frozen vegetables,chicken,cake,chocolate"
6963,"vegetables mix,pancakes,eggs,cereals"
6964,"mineral water,eggs,magazines,green tea"
6965,"milk,strong cheese"
6966,
6967,ham
6968,"milk,blueberries"
6969,
6970,
6971,"salmon,french fries"
6972,"shrimp,frozen vegetables,ground beef,spaghetti,mineral water,olive oil,chicken,eggs,rice,burger sauce,extra dark chocolate,protein bar"
